Amazon_MediaCost_alpha=0.1L=2theta=0_power=0.6,BingSearch_MediaCost_alpha=0.1L=2theta=0_power=0.1,DV360_MediaCost_alpha=0.1L=2theta=0_power=0.6,Facebook_MediaCost_alpha=0.9L=20theta=0_power=0.6,GoogleSearch_MediaCost_alpha=0.6L=10theta=0_power=0.1,Pinterest_MediaCost_alpha=0.1L=2theta=0_power=0.6,Radio_MediaCost_alpha=0.1L=2theta=0_power=0.6,Snapchat_MediaCost_alpha=0.1L=2theta=0_power=0.6,YouTube_MediaCost_alpha=0.9L=6theta=0_power=0.1,Amazon_Impressions,BingSearch_Impressions,DV360_Impressions,Facebook_Impressions,GoogleSearch_Impressions,Pinterest_Impressions,Radio_Impressions,Snapchat_Impressions,YouTube_Impressions,holiday,Revenue
0,1.970153866,222.5538599,304.0345912,2.571189817,0,0,0,2.247232031,0,19949,1202696,671954,586907,0,0,0,473693,0,45096.35
0,1.963047837,202.3410358,300.0498226,2.575049048,0,0,0,2.28500289,0,20445,1020566,570832,536017,0,0,0,277559,0,41133.8
0,1.939244164,192.073492,297.163694,2.546400979,0,0,0,2.29101191,0,20521,897958,618962,467544,0,0,0,143655,0,36862.3
0,1.939151096,186.1554297,295.8507386,2.533253691,0,0,0,2.28580075,0,16955,858432,750218,444806,0,0,0,155648,0,39265.95
0,1.933897569,205.9929721,296.0260269,2.559434516,0,0,0,2.2821842,0,16417,1176218,859022,494421,0,0,0,513737,0,43441.1
0,2.14668516,214.5792463,304.0059039,2.577420336,0,0,0,2.280286142,0,32752,1058435,998394,539506,0,0,0,201304,0,44216.7
0,2.150729403,222.6555251,302.3773548,2.576156522,0,0,0,2.325977036,0,28988,949696,763931,515262,0,0,0,450248,0,42994
0,2.152371718,218.5667404,289.7673682,2.563870657,0,0,0,2.374909073,0,26523,859248,553054,547581,0,0,0,927361,0,39929
0,2.138445578,214.1959425,277.1230009,2.545959402,0,0,0,2.417440382,0,26536,808510,536878,505540,0,0,0,678127,0,37504.1
0,2.136912848,235.0443242,278.162152,2.514581407,0,0,0,2.443279226,0,25992,1098138,681824,415451,0,0,0,596981,0,36195.65
0,2.090024879,245.949014,285.8632007,2.485339263,0,0,0,2.490237782,0,20262,1622896,693635,378475,0,0,0,1168050,0,35422.95
0,2.069987565,230.9194965,294.8442863,2.499984079,0,0,0,2.510266235,0,18732,1943236,725146,402421,0,0,0,1647329,0,39085.85
0,2.078981533,128.9629711,279.7475892,2.508982738,0,0,0,2.524263136,0,21514,489819,424455,421119,0,0,0,1691467,0,41287.9
0,2.042714095,92.72586918,245.4632518,2.504554823,0,0,0,2.520709977,0,14787,617755,271815,401333,0,0,0,1001140,0,38314.55
0,1.989941769,151.6846739,213.6501574,2.497927516,0,0,0,2.513905698,0,11592,782048,263760,398174,0,0,0,740865,0,37444.05
0,1.978084372,121.9664702,189.9846409,2.490222603,0,0,0,2.510824888,0,13132,376628,239810,351735,0,0,0,591951,0,37552.75
0,1.962746271,147.0683567,175.8717049,2.475311128,0,0,0,2.511536586,0,14125,626973,230325,308129,0,0,0,827890,0,33811.45
0,1.897199098,131.1948788,168.7917817,2.459825728,0,0,0,2.50836943,0,10882,435826,227204,292823,0,0,0,1130842,0,33205.85
0,1.870090495,132.227381,166.1164161,2.449266014,0,0,0,2.503381999,0,12187,429623,257390,295763,0,0,0,667491,0,32878.2
0,1.915527006,116.4006491,165.6969572,2.458276613,0,0,0,2.495570207,0,13561,380368,260846,321164,0,0,0,593855,1,37998.35
0,1.96383038,104.4586416,187.7082125,2.489603318,0,0,0,2.488051281,0,16743,400597,450510,348580,107,0,0,627299,0,41319.1
0,1.948180163,85.08705871,206.4774652,2.493972067,0,0,96.62986622,2.482975422,0,16617,252459,403431,358404,91,0,534119,729695,0,41093.2
0,1.946694711,78.45579342,219.7686515,2.483540268,0,0,78.45799246,2.485623021,0,16892,260222,434750,318253,116,0,379742,1032064,0,42150.35
0,1.92475758,76.80686797,227.3887867,2.453051535,0,0,118.3813327,2.491598243,0,14780,215335,436867,284051,118,0,677638,1052189,0,38455.3
0,1.943808293,84.79455957,231.8722826,2.444494869,0,0,124.8775136,2.495044258,0,10475,228695,498928,272516,84,0,682865,695490,0,37651.4
0,1.915359633,107.8524928,233.6319093,2.453704428,0,0,117.7449912,2.495991826,0,11170,370878,546145,291056,59,0,601732,926140,0,38257.49
0,2.002660684,124.5040711,232.4315766,2.469885275,0,0,105.1678744,2.498842874,0,12652,453683,500252,323770,86,0,537677,822020,0,41385.45
0,1.956802466,101.747972,229.245981,2.478868847,0,0,104.6939075,2.498810442,0,12581,222392,450584,328785,83,0,602790,483081,0,40184.55
0,2.001691523,96.38566017,226.2059238,2.487267262,0,0,115.7037432,2.45933816,0,12640,231540,432063,334114,95,0,531227,302577,0,38445.05
0,1.959871586,97.25274712,224.5027162,2.484673265,0,0,115.447159,2.355862785,0,10951,207982,445925,288650,90,0,430320,0,0,39147.12
0,1.933435747,85.49108426,224.4623196,2.457931606,0,0,120.8580699,2.222366662,0,9423,194648,333995,253374,96,0,513443,0,0,37271.85
0,1.877100581,79.39925065,224.756645,2.428856804,0,0,119.5938141,2.059066424,0,7165,163428,304225,177345,83,0,582656,0,0,34338.95
0,1.886230477,76.53945972,225.5862009,2.463687765,0,0,134.7779894,1.862292544,0,9017,174211,363982,285541,106,0,723081,0,0,34302.9
0,1.929011692,77.42126473,224.3605152,2.494061785,0,0,120.997729,1.603706479,0,13203,169072,434634,290182,98,0,552923,0,0,34621.4
0,1.943655871,81.41233136,225.4520781,2.484826496,0,0,122.7850314,0,0,13104,170276,433258,294689,95,0,560618,0,0,34403.5
0,1.892019367,82.97094586,225.810931,2.471272101,0,0,105.8862708,0,0,12581,170826,415513,328791,127,0,503130,0,0,31813.55
0,1.912946042,87.87984878,225.7442242,2.462985161,0,0,125.0842243,0,0,12452,157795,453951,542811,96,0,583226,0,0,34727.5
0,1.904854466,82.18955711,211.9946798,2.399199905,0,0,143.8864333,0,0,10450,147338,269367,171702,115,0,581080,0,0,20530.2
0,1.915438752,71.76857928,166.2884948,2.357244444,0,0,34.5158273,0,0,8636,112099,0,217485,102,0,0,0,1,21109.2
0,2.001756712,64.4832167,119.4996788,2.354942235,0,0,0,0,0,9251,100511,0,66175,94,0,0,0,0,20649.75
0,2.075735473,123.3976012,77.97669656,2.412209212,0,0,0,0,0,13251,372892,0,200440,237,0,0,0,0,22466.75
0,2.05952125,116.1178298,45.88870052,2.423526824,0,0,0,0,0,13238,295063,0,105437,180,0,0,0,0,20889.3
0,2.00671441,121.0996097,24.23006603,2.437531954,0,0,0,0,0,11062,255587,0,162878,156,0,0,0,0,20100.75
0,1.960714845,119.1187112,11.43440636,2.476559996,0,0,0,0,0,11899,207139,0,216095,166,0,0,0,0,21838.15
0,1.962496508,107.2387064,4.808216589,2.523511627,0,0,14.29520995,0,0,11376,215072,0,473628,141,0,31629,0,0,20360.3
0,1.928484527,102.0200229,1.797478319,2.527524366,0,0,3.590794391,0,0,10299,237265,0,375494,126,0,0,0,0,19911.05
0,1.940973472,108.4856383,0.596310875,2.532663834,0,0,0,0,0,12288,275681,0,302034,102,0,0,0,0,25332.55
0,1.962377311,112.480966,0.175307205,2.525923825,0,0,0,0,0,16125,193637,0,233002,99,0,0,0,0,22327.25
0,1.967704854,84.29392795,0.045620723,2.496860402,0,0,0,0,0,16032,167384,0,178933,133,0,0,0,0,21508.9
0,2.021968835,105.4725432,103.5206991,2.482784629,0,0,224.6490688,0,0,14930,319579,397184,155925,135,0,2744744,0,0,23755.6
0,1.966378795,135.8097046,220.7690504,2.482897289,0,0,222.7200457,0,0,14413,404217,959602,133857,129,0,1574895,0,0,22556.7
0,1.905446694,171.4877788,293.3306037,2.468038428,0,0,204.8404811,0,0,9723,563122,917291,122520,137,0,1082371,0,0,23109.81
0,1.902652534,159.9838545,336.6645341,2.439774056,0,0,193.9975304,0,0,7758,476653,896613,103663,96,0,1220143,0,0,18233.4
0,1.892841141,137.5817515,360.690245,2.420027234,0,0,199.0009604,0,0,7092,393697,1001041,87288,77,0,1649059,0,1,17294.75
0,1.975374158,159.1849126,371.8176786,2.45389692,0,0,132.7089781,0,0,9847,551151,1108928,107805,156,0,551825,0,1,25856.41
0,2.012074813,161.6758605,375.3311759,2.480762633,0,0,121.867207,0,0,11194,568354,1040807,115654,141,0,922835,0,0,23105.7
0,1.995620085,164.8671109,379.760764,2.481368915,0,0,139.7539693,0,0,11855,496977,963897,112037,140,0,1304059,0,0,25682.6
0,2.017657257,153.902793,383.1158076,2.472785448,0,0,131.2801609,0,0,12446,403864,934717,101852,133,0,940700,0,0,27129.6
0,1.992701255,155.1753733,373.7484766,2.452362824,0,0,131.8198951,0,0,10994,387232,882797,109326,119,0,1006292,0,0,21139.3
0,1.928107925,185.8023776,378.7459968,2.458649642,0,0,136.4444336,0,0,9297,442261,826942,105221,114,0,885857,0,0,21620.03
0,1.977308147,188.7644225,382.139311,2.476337553,0,0,133.2824578,0,0,9924,447759,697512,103703,82,0,998009,0,0,23924.75
0,2.023383455,187.4179864,384.8651771,2.52418453,0,0,128.5508248,0,0,13119,508030,686302,360275,135,0,833402,0,0,24573.95
0,2.007477514,185.1447019,389.7207974,2.648083525,0,0,120.4283035,0,0,11295,470167,710599,1012460,128,0,951440,0,0,28768.3
0,2.015208746,184.792247,397.0633497,2.71308476,0,0,115.6711143,0,0,11591,481878,703039,1284554,84,0,658793,0,0,27319.95
0,1.992765836,165.0718962,403.9767391,2.64215592,0,0,116.06333,0,0,11862,396906,878568,801525,143,0,541478,0,0,31534.1
0,2.005132613,177.4531275,409.0453634,2.571777317,0,0,120.1726677,0,0,10900,482567,882524,787729,95,0,593033,0,0,32113.55
0,1.955537764,182.1689615,411.8005387,2.571550808,0,0,117.2958247,0,0,9117,536005,861132,795530,67,0,779150,0,0,31443.75
0,1.991687505,190.0659938,412.7981208,2.604014252,0,0,118.1830832,0,0,9551,576613,869309,609144,58,0,647297,0,0,34678.35
0,2.021138513,189.8889413,400.6049007,2.598999942,0,0,109.068149,0,0,13512,592120,733542,426566,115,0,480500,0,0,30305.35
0,2.011846626,185.9125147,390.9133593,2.570312022,0,0,95.44211813,0,0,13729,527679,779972,331494,111,0,379238,0,0,32751.15
0,2.026225755,171.9694202,376.1809244,2.573079766,0,0,90.93406083,0,0,14013,451261,698009,607822,74,0,367452,0,0,32427.15
0,1.963060857,144.1240989,358.6602231,2.597050475,0,0,93.03036649,0,0,13522,346599,571171,643109,69,0,364699,0,0,33959.7
0,2.03317005,96.38851429,304.4556664,2.635316319,0,0,99.63007312,0,0,15465,141781,312034,791727,75,0,411439,0,0,32595.55
0,2.21441569,90.75689806,252.2759424,2.623280595,0,0,111.9545825,0,0,20269,138164,289180,455795,50,0,500116,0,0,30951.45
0,2.248001765,89.51143368,212.7144342,2.567587377,0,0,107.5740756,0,0,20151,139601,286747,33069,46,0,466467,0,0,32264.9
0,2.349888662,87.93284837,187.0004188,2.618211627,0,0,102.6407693,0,0,30183,139404,262875,462125,90,0,434216,0,0,33872.8
0,2.368427162,86.12381066,194.6840319,2.645292984,0,0,101.3420821,0,0,23769,133172,293876,637662,91,0,414893,0,0,32615.75
0,2.319521063,83.79184745,235.6035296,2.626547125,0,0,101.6799443,0,0,23085,125017,423838,572211,87,0,368847,0,0,30370.3
0,2.299988632,72.35988581,241.3462324,2.597133576,0,0,122.1585595,0,461,23272,93835,240248,436610,147,0,602867,0,0,31266.55
0,2.334540682,75.82938424,234.0945518,2.568716581,0,0,159.2853236,0,20,22001,94628,301244,393424,110,0,1079635,0,0,31610.85
0,2.302710041,80.52276379,226.9577514,2.55952367,0,0,157.8995674,0,26,20590,97076,359984,401112,49,0,1178612,0,0,28487.41
0,2.282346621,65.25508611,233.1515453,2.570245579,0,0,158.2239237,0,21,21681,78910,546021,446091,37,0,1287069,0,0,37916.8
11.95097766,2.265157338,150.141244,216.917091,2.58880479,68.24456869,0,173.4133137,0,12410,28140,270580,258074,481285,170773,0,952300,0,0,34913.47
19.3004229,2.26359687,156.8942654,205.4901886,2.589011691,77.69071882,0,127.6766452,0,29462,30143,340031,278701,473595,170808,0,412669,0,0,35087.33
35.04562822,2.240626985,153.8364028,192.6941521,2.5868232,78.15918936,0,120.6298504,0,56787,25305,400258,289005,530610,135718,0,454007,0,0,33989.88
35.33473302,2.095816935,143.5252099,188.0591253,2.583349062,78.15223687,0,125.6591614,0,66014,19582,327298,307392,514986,156029,0,630586,0,0,33463.85
19.66884839,2.065169333,137.2026433,188.4438572,2.574815697,78.15155055,0,194.8398648,0,22462,16314,307930,306996,502056,182898,0,1466940,0,0,31978.02
5.260706193,2.040297644,137.4792075,191.0409027,2.564121155,78.15178927,0,193.6964626,0,1720,11293,287353,302230,540627,152042,0,1464804,0,0,35401.92
1.509685658,2.033013502,144.6706898,191.7915098,2.593381274,78.15152071,0,171.7713382,0,1508,12670,328317,299550,605187,125242,0,1307544,0,0,27434.68
46.93938442,2.102638447,153.4322168,196.4741223,2.6135185,78.15208767,629.3285915,169.9828,0,136083,20012,419864,350359,684977,119512,524630,1481670,0,0,38017.07
54.02026641,2.018946762,151.3100927,205.386395,2.611927907,78.15214735,158.080195,190.3629914,0,125272,18457,441761,383909,648793,127261,621464,1462156,0,0,35534.74
40.44260549,2.039649946,142.2974498,213.3660028,2.598354326,78.15184895,0,194.1746658,0,76319,16359,390264,375711,609437,109550,597126,1253451,0,0,34283.6
38.90894074,2.099784164,138.1892354,217.5087936,2.59457145,78.15241591,0,127.3089346,0,88390,26968,402863,357429,591996,110371,594986,579791,0,0,33485.88
37.97564631,2.050069622,139.6382659,220.4751918,2.590662968,78.15187879,0,89.43850217,0,91567,17966,470455,357101,600237,109471,599423,347863,0,0,30410.07
35.31011957,2.040918935,133.9596558,219.9343509,2.590750927,78.15211751,0,117.0119911,0,64150,13861,407589,324362,665026,98299,570941,465746,0,0,30064.27
40.50857102,2.043605939,143.3310585,223.6706598,2.611244159,78.15125215,0,115.7558569,0,88789,12615,485216,379171,735439,109172,571770,439302,0,0,35574.4
57.1898599,2.172444167,151.7889769,222.4132882,2.621551814,78.15265463,649.5312574,146.2440899,0,184000,27021,481083,360716,730563,106382,593274,918963,0,0,35391.26
54.1802475,2.113294439,151.2865984,217.981614,2.633793217,78.15190863,163.1548752,191.5547144,0,187305,18771,529348,328667,768484,110553,584821,1786703,0,0,33597.74
54.69409589,2.130242588,131.9146516,218.1675269,2.635346078,78.15181911,0,224.2408637,0,136989,19999,487709,457145,754542,100533,571482,1953287,0,0,31050.59
58.4170697,2.101255629,120.3513244,210.4736624,2.62728085,78.62115898,0,258.2854345,0,138333,21499,458794,334118,722063,108701,565183,2135865,0,0,28401.53
57.14013602,2.050803684,117.9088881,202.3568216,2.615593392,78.66680183,0,256.6928893,0,141059,19776,480491,319291,656080,111364,562029,2047233,0,0,27482.45
54.36881584,2.084397231,128.9249093,199.5319374,2.607822978,78.6657917,0,232.8949565,0,104428,18063,503257,379880,633374,101284,545781,2206226,0,0,29167.09
57.72024578,2.137584854,138.6060751,188.7154769,2.627698284,78.66718806,0,217.6195697,0,134880,19583,560077,297859,684497,99443,532700,2187332,0,0,33720.84
64.33699253,2.144021727,143.403719,171.3838961,2.635713876,78.6673366,555.3303178,236.0239119,0,170966,23857,555979,208072,668298,99390,558933,2051134,0,0,33188.35
70.08511265,2.084228502,139.3098098,165.33408,2.625567599,78.66793079,288.7768644,280.5319031,0,216246,22650,515937,279885,677259,116250,543893,2653857,0,0,29750.2
79.07589263,2.101334621,133.0901347,156.6172011,2.622974378,78.66709893,58.69402366,311.7584496,0,242601,21543,570127,183671,703872,105521,546281,3085062,0,0,28984.71
75.4788627,2.14434741,135.7578183,148.9978529,2.611113035,78.6670098,0,215.2779983,0,247958,28920,554869,177353,680048,110963,513215,1282750,0,0,29736.74
69.95622217,2.031368728,133.1315197,146.8954739,2.589484902,78.6667127,0,48.32431962,0,192749,20469,520511,200145,623388,110274,526754,0,0,0,25255.89
46.82571782,1.992890176,122.3866912,156.4127566,2.576335663,78.66668299,0,0,0,88162,16193,426672,295455,636739,111008,472190,0,0,0,25440.57
44.81583109,2.02402462,102.7197565,167.1037818,2.596010396,78.66698009,0,0,0,105164,15409,310568,582600,733230,109738,432378,0,0,0,31823.61
42.0248199,2.024547535,119.2517947,150.0574973,2.610236826,70.4177607,535.9704526,0,0,117269,20119,505578,87470,722080,128161,583764,0,0,0,30042.91
42.87925654,1.958685725,120.2197477,147.1873077,2.609286779,69.55751922,297.1362251,0,0,128115,13251,471021,179628,773343,98836,589281,0,0,0,25599.64
55.7934373,1.961416945,119.6065081,158.3240818,2.608159801,69.55848672,61.93219474,0,0,140262,15590,477420,267762,728091,101626,567412,0,0,0,30597.45
56.32422988,1.969756896,118.4291615,174.6847842,2.592171193,69.55761597,0,0,0,134658,16974,471756,248397,738979,101389,530482,0,0,0,29021.2
47.8808074,2.003194099,117.5363578,183.4956578,2.566711593,69.55751922,0,0,0,100016,16066,472438,207768,655828,98562,532892,0,0,0,25220.16
43.89022154,1.947365928,117.18231,190.5208421,2.552870982,69.55784172,0,0,0,87397,11961,478001,215853,700747,108257,481289,0,0,0,23835.57
43.4455765,1.975390832,118.2767644,187.7720445,2.574043184,69.55755147,0,0,0,87348,12066,502860,185577,736375,108496,475618,0,0,0,25641.69
43.37126364,1.979313991,118.1964062,170.6637286,2.595798129,69.55687422,366.3014709,0,0,88166,16905,496479,146125,779153,109466,471864,0,0,1,26954.15
43.82576147,1.963911136,102.6174618,150.4181636,2.609096393,69.55745472,399.9389589,0,0,79595,17377,358432,121797,764263,106330,544651,0,0,0,26118.16
21.10008339,1.932229133,90.81400972,142.6609159,2.60902142,67.19843047,95.15976292,0,0,19371,16727,255135,160317,737833,99546,549139,0,0,0,24633.92
17.9608623,1.967832889,87.39003537,128.2442057,2.593843637,59.39165497,0,0,0,18707,17232,250925,141579,699222,88888,515701,0,0,0,26835.18
16.80202887,1.922647254,82.12681138,120.0647638,2.560059153,65.51863335,0,0,0,20562,13980,226312,139544,562086,136762,497129,0,0,0,23061.6
16.19850098,1.862331882,86.21797582,116.2267831,2.542895048,64.10218426,0,0,0,19966,9807,209365,142791,587672,118647,466415,0,0,0,22549.89
15.74089681,1.836067192,83.60715408,117.7490104,2.580494075,66.76870667,0,0,0,37155,9928,233976,169413,656790,144469,384687,0,0,0,27532.1
46.4482245,1.920932878,147.1309159,115.1232103,2.590243129,69.33352848,0,0,0,120797,17405,485652,106895,545417,155140,87436,0,0,0,28909.37
50.0881358,1.944438874,148.4056245,113.294066,2.570885671,69.2349723,0,0,0,115713,15918,593799,105812,542464,145085,2,0,0,0,29506.11
45.41137279,1.932619362,141.6609544,116.2401566,2.568221402,62.40094051,0,0,0,113213,14658,666541,125296,572853,97681,0,0,0,0,28887.26
51.8169614,2.047713874,145.9654493,130.7803677,2.573026817,59.31605252,0,0,0,137210,21823,621263,174305,640436,84298,0,0,0,0,30061.77
61.47515435,2.009058849,108.9405451,157.6819458,2.534207636,60.59160676,0,0,0,119026,18575,351753,245416,621600,89374,0,0,0,0,22028.5
20.72259556,1.932062956,82.15740896,174.4786529,2.54642273,14.51896511,0,0,0,9955,13810,201059,233225,648533,184,0,0,0,0,23978.56
13.48803197,1.936159337,80.17375857,184.7562603,2.599633733,0.263325287,0,0,0,10804,12105,195429,255809,734211,55,0,0,0,0,14541.43
